序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor
150,屏東縣春日鄉,古華村,3巷63號,120.626,22.361,古華國民小學,古華村、士文村,200,"水災,震災,土石流,海嘯",校長 林季福,08-8781040,是,否,是,211482.12203869526,2473575.438816528,True
151,屏東縣枋寮鄉,隆山村,僑德路186號,120.6,22.3631,僑德國小,隆山村、安樂村、中寮村、保生村,320,水災,陳郁程,08-8782096,是,否,否,208804.99610286666,2473814.8445119313,True
152,屏東縣枋寮鄉,枋寮村,德興路197號,120.5908,22.3678,枋寮國小,枋寮村 新龍村,189,"水災,震災",鄭慧華,08-8782034,是,否,否,207858.91390628723,2474337.8033143426,True
153,屏東縣春日鄉,士文村,64-2號,120.6639,22.3685,士文聚會所,士文村,50,"水災,震災,土石流,海嘯",村 長 程中廣,8790009,是,是,是,215387.29176342033,2474396.677950653,True
154,屏東縣春日鄉,士文村,65號,120.6635,22.3689,古華國民小學-士文分校,士文村,60,"水災,震災,土石流,海嘯",主任 戴照吉,08-8790029,是,否,是,215346.19707275036,2474441.0601965287,True
155,屏東縣春日鄉,春日村,春日路13號,120.6243,22.3703,春日社區活動中心,春日村,50,"水災,震災,土石流,海嘯",理事長 余國基,08-8785913,是,否,是,211309.60837305643,2474605.6251823027,True
156,屏東縣春日鄉,春日村,春日路314號,120.627,22.3703,春日國民小學,春日村、古華村、士文村,200,"水災,震災,土石流,海嘯",校長戴文柱,08-8782433,是,否,是,211587.66298239585,2474604.933749188,True
157,屏東縣枋寮鄉,新龍村,義民路3號,120.5908,22.3711,枋寮高中,枋寮村、新龍村,1136,"水災,震災",陳瑞華,08-8782095,是,否,否,207859.9070861708,2474703.1998989703,True
158,臺東縣達仁鄉,新化村,57號,120.856773,22.381551,臺東縣立安朔國小新化分校,新化村,200,,吳昭明,089-792495,否,否,否,235251.42652233664,2475810.124983688,True
159,屏東縣枋寮鄉,人和村,建興路39號,120.6019,22.387,建興國小,天時村、地利村、人和村、新開村、內寮村,162,"水災,震災,海嘯",蔡有福,08-87813562,是,否,否,209007.6741940873,2476460.6822942505,True
162,屏東縣枋寮鄉,東海村,東海路486號,120.5773,22.4013,東海國小,東海村、大庄村,524,"水災,震災,海嘯",許?延,08-8712209,是,否,否,206479.03267420636,2478050.984733362,True
164,屏東縣枋寮鄉,太源村,太源路2-10號,120.593,22.4082,東海國小太源分校,太源村、玉泉村,90,"水災,震災,海嘯",陳惠靜,08-8711785,是,否,否,208097.58471334766,2478810.5385120194,True
165,屏東縣佳冬鄉,賴家村,佳農街17號,120.5584,22.409,國立佳冬高農,燄塭羌園,239,水災,顏宏哲,08-8662726-506,是,否,是,204535.57650133828,2478909.1765605286,True
167,臺東縣大武鄉,大竹村,加津林50號,120.9223,22.4162,加津林活動中心,大竹本部落、富山、加津林,200,"水災,土石流,海嘯",鄭振雄,089-761098,是,否,否,242000.9522914972,2479641.671426714,True
168,屏東縣佳冬鄉,玉光村,文化一路240號,120.5669,22.423,佳冬鄉立幼兒園,羌園、燄溫、塭豐,200,"水災,震災,海嘯",吳佳君,08-8660612,是,是,是,205415.1647458986,2480456.8095995802,True
169,屏東縣春日鄉,七佳村,自強1路92號,120.629,22.4277,力里國民小學,力里村、歸崇村、七佳村,200,"水災,震災,土石流,海嘯",校長 陳玉賢,08-8791020,是,否,是,211809.31151435975,2480960.113313577,True
170,屏東縣春日鄉,七佳村,9鄰自強1路18號,120.6279,22.428,春日鄉立老人文康中心,力里村、歸崇村、七佳村,120,"水災,震災,土石流,海嘯",村長 鄞美瑛,08-878214558,是,否,是,211696.1588388565,2480993.611472046,True
171,屏東縣佳冬鄉,玉光村,大同路1號,120.5668,22.4285,佳冬國中,燄塭羌園,300,"水災,海嘯",林世翔,08-8662041,是,否,是,205406.62684233824,2481065.8391486234,True
172,屏東縣林邊鄉,崎?村,成功路600號,120.4902,22.4298,屏東縣林邊鄉崎峰活動中心,田厝村、水利村、崎峰村,200,"水災,震災,海嘯",陳水村,932782242,是,否,是,197521.81568320235,2481234.543802205,True
173,屏東縣來義鄉,南和村,19鄰289號,120.6379,22.435,來義鄉文物館,南和村,100,"水災,震災,土石流",村長連正三,08-8791069,是,否,是,212727.43434432603,2481766.181621042,True
174,屏東縣來義鄉,南和村,51號,120.6426,22.4364,南和國小,南和村,200,"水災,震災,土石流",村長連正三,08-8791069,是,否,否,213211.59982842195,2481920.0396504374,True
175,屏東縣林邊鄉,仁和村,中山路417號,120.5114,22.4374,屏東縣林邊鄉仁和國民小學,林邊村、仁和村、永樂村、光林村、中林村,200,"水災,震災,海嘯",廖先生,08-8757745,是,是,否,199706.89479862922,2482068.8213524027,True
176,臺東縣達仁鄉,土?村,1鄰22號,120.886914,22.453848,土?天主堂,土?村,50,,黃春香,089-761129,否,否,否,238361.17688994147,2483812.569217905,True
177,臺東縣達仁鄉,土?村,2鄰10 號,120.887664,22.453853,臺東縣立土?國小,土?村,200,,蕭德光,089-761225,否,否,否,238438.367454816,2483813.0648492347,True
178,臺東縣達仁鄉,土?村,1鄰106號,120.885982,22.454897,達仁鄉立土?托兒所,土?村,160,,蕭惠美,089-761893,否,否,否,238265.3435444661,2483928.792914229,True
179,屏東縣東港鎮,大潭里,大潭路93號,120.495771,22.456799,大潭國小,"大潭里,下?里,大鵬里",150,"水災,震災",王舜民,08-8324226,是,是,是,198105.3425766364,2484222.1605078815,True
180,臺東縣大武鄉,大竹村,愛國蒲6鄰92號,120.9227,22.4575,愛國蒲分校,愛國蒲部落,100,"水災,震災,土石流,海嘯",張盛華,089-761007,是,否,是,242044.48615010586,2484214.601464885,True
181,屏東縣東港鎮,船頭里,船頭路25號,120.4629,22.4624,以栗國小,船頭里 南平里 嘉蓮里,300,"水災,震災",吳俊岩,08-8322816,是,是,是,194724.45041765977,2484854.0970951878,True
182,屏東縣東港鎮,東隆里,東隆街21-1號,120.4488,22.4631,東隆宮香客大樓,本鎮各里第一收容所,300,水災,陳小姐,08-8353620,是,否,是,193273.6048704373,2484936.873327414,True
183,臺東縣太麻里鄉,多良村,18鄰大溪251號,120.9414,22.4631,太麻里鄉多良村辦公處,多良村,80,"水災,土石流,海嘯",劉任瑜,089-761077,是,否,否,243969.28408509327,2484833.7924001543,True
184,屏東縣東港鎮,共和里,共和街45號,120.449937,22.463386,東隆國小,共和里、東隆里、興台里、八德里、中興里、朝安里,500,"水災,震災",林玫玲,08-8322064,是,是,是,193390.73723418184,2484968.112165131,True
185,屏東縣來義鄉,望嘉村,114-1號,120.6218,22.4636,望嘉警察派出所,望嘉村,100,"水災,震災,土石流",村長周榮進,08-7981551,是,否,是,211078.15527069801,2484937.0607534386,True
186,屏東縣林邊鄉,竹林村,中興122號,120.5331,22.4642,屏東縣林邊鄉竹林國民小學,竹林村,100,"水災,震災,海嘯",鐘主任,921696540,是,是,是,201949.81393120834,2485029.2216204186,True
187,屏東縣東港鎮,船頭里,船頭路1號,120.4555,22.4652,東港高中,本鎮各里第二收容所,450,"水災,震災,海嘯",陳建銘,08-8322014,是,是,是,193963.9903796234,2485166.8851144807,True
188,屏東縣東港鎮,興東里,長春二路15號,120.4596,22.4694,東光國小,興東里 船頭里,150,"水災,震災,海嘯",林恆斌,08-8324927,是,是,是,194387.61805996223,2485630.420639972,True
189,屏東縣東港鎮,興東里,中正路一段10號,120.4547,22.4707,東港國小,本鎮各里第三收容所,300,"水災,震災,海嘯",黃玉文,08-8322019,是,是,是,193883.8735353125,2485776.1946051307,True
190,屏東縣新埤鄉,箕湖村,民眾路103號,120.611,22.4754,新埤鄉立幼兒園,箕湖村、餉潭村、萬隆村,250,"水災,震災,土石流,海嘯",潘曉珍,08-7981398,是,否,是,209970.06904280328,2486246.48754592,True
191,臺東縣達仁鄉,台?村,10鄰59-1號,120.9077,22.47755,臺東縣台?國民小學,台?村,200,,羅道勳,089-761252,否,否,否,240502.09124582342,2486435.523821544,True
192,臺東縣達仁鄉,台?村,10鄰56號,120.9081,22.47805,台?活動中心,台?村,100,,范國祥,089-761320,否,否,否,240543.28625614982,2486490.861427365,True
193,屏東縣東港鎮,興東里,興東路43-1號,120.4657,22.4784,東興國小,興東里 興農里、興和里,461,"水災,震災,海嘯",黃素卿,08-8310406,是,是,是,195018.93260773856,2486624.732154656,True
194,臺北市中正區,黎明里,公園路29號,120.913,22.4797,北市大附小,光復里、黎明里、建國里,157,震災,邱靜萍,02-23110395#660,是,否,否,241047.6134710144,2486673.258044836,True
195,臺東縣達仁鄉,台?村,8鄰24號,120.913513,22.479837,台?基督教會,台?村,50,,林輝發,089-761487,否,否,否,241100.4104651148,2486688.396924416,True
196,臺東縣達仁鄉,台?村,9鄰啦里吧49號,120.9136,22.48099,啦里吧活動中心,台?村啦里吧部落,100,,溫光林,089-761320,否,否,否,241109.4364600059,2486816.058639478,True
197,屏東縣新埤鄉,新埤村,新華路165號,120.5653,22.4844,新埤國小,打鐵村、南豐村、建功村、新埤村,450,"水災,震災,土石流,海嘯",陳震蔚,08-7971027,是,否,是,205270.15401142405,2487255.962769935,True
198,高雄市林園區,中芸里,中芸路3-100號,120.395311,22.485875,高雄市立中芸國民中學,全區,700,"水災,震災",吳育霖,07-6425223#40,否,否,否,187778.85412592383,2487479.967725284,True
199,高雄市林園區,中芸里,中芸路1號,120.3967,22.4871,中芸國小,全區,500,震災,蔡駿輝,07-6412342#50,是,否,是,187922.32917469175,2487615.0359412357,True
200,屏東縣新園鄉,南龍村,南興路217號,120.4581,22.4877,烏龍國小,烏龍四村,100,"水災,震災",蔡立華,08-8333707#14,是,否,是,194240.57802825727,2487657.3229994383,True
201,屏東縣新園鄉,鹽埔村,鹽洲路379號,120.4408,22.4883,鹽洲國小,鹽洲共和,50,"水災,震災",張芳瑞,08-8322975#14,是,否,是,192460.68307284918,2487730.303460098,True
202,屏東縣南州鄉,溪北村,仁里路93號,120.5111,22.4945,溪北社區活動中心,南安村、同安村,50,"水災,震災",蔡永昌,08-8641070,是,是,是,199696.63104610602,2488391.5142929778,True
203,屏東縣南州鄉,溪北村,仁里路102號,120.5111,22.4957,溪北國小,七塊村、萬華村,95,"水災,震災",陳慶文,08-8642081,是,否,是,199697.06485651075,2488524.3888654737,True
204,屏東縣來義鄉,文樂村,新樂路1號,120.6243,22.4999,文樂活動中心,文樂村,50,"水災,震災,土石流",村長陸旨成,08-7982350,是,否,是,211345.51980513183,2488955.8204978053,True
205,高雄市林園區,頂厝里,校前路1號,120.378585,22.504297,高雄市林園區港埔國民小學,全區,690,"水災,震災",張二文,07-2245398,是,否,是,186066.20377083903,2489526.8898249315,True
206,高雄市林園區,廣應里,王公二路100號,120.388254,22.504698,高雄市林園區王公國民小學,全區,1100,"水災,震災,土石流,海嘯",蔡玉董,07-6420503#40,否,否,是,187061.19986474674,2489567.195038229,True
207,高雄市林園區,林園里,忠孝西路20號,120.394303,22.506778,高雄市林園區林園國民小學,全區,2000,"水災,震災,土石流,海嘯",董原利,6412290,是,否,是,187684.4930408909,2489794.983524921,True
208,高雄市林園區,林園里,林園北路191號,120.3945,22.5087,林園區長青文康活動中心,全區,260,"水災,震災,土石流,海嘯",張簡朝元,6412511#303,是,否,是,187705.62240663223,2490007.7255652943,True
209,屏東縣新園鄉,港西村,中和路101號,120.4556,22.5087,港西國小,港西五房,30,"水災,震災",許湘渝,08-8681644#14,是,否,是,193991.78686068705,2489983.5761355436,True
210,屏東縣來義鄉,義林村,來新路21號,120.5825,22.5087,來義鄉新來義部落多功能活動中心,來義村、義林村、丹林村、古樓村、文樂村、望嘉村、南和村,500,"水災,震災,土石流",陳世凱,08-7850251-127,是,否,否,207047.52785256377,2489941.6206924906,True
211,屏東縣潮州鎮,興美里,興美路24號,120.534672,22.512958,潮南國小,興美里、樣子里,1126,"水災,震災",黃瓘茗,08-7882312,是,否,否,202128.36795301203,2490427.6165378545,True
212,屏東縣崁頂鄉,園寮村,田寮路1-15號,120.5184,22.5134,南榮國中,園寮村,200,"水災,震災,土石流,海嘯",張載陽,88631112,是,否,否,200454.48042954598,2490481.855600047,True
213,屏東縣崁頂鄉,崁頂村,中正路119號,120.5118,22.5141,崁頂國小,崁頂村、北勢村、越溪村,200,"水災,震災,土石流,海嘯",顏乾明,08-8631959,是,否,是,199775.73410493563,2490561.56630165,True
214,高雄市小港區,龍鳳里,鳳鳴路191號,120.357564,22.515082,高雄市小港區鳳鳴國民小學,鳳鳴、龍鳳,200,"水災,震災,土石流,海嘯",陳慶彰,8714561＊130,否,否,否,183908.5377934702,2490730.255173474,True
215,屏東縣崁頂鄉,崁頂村,興農路29-12號,120.5069,22.5152,崁頂老人文康中心,崁頂鄉、港東村,150,"水災,震災,土石流,海嘯",王陳素枝,08-8630164,是,否,是,199272.0322648328,2490685.021356745,True
216,高雄市林園區,林園里,林園北路481號,120.395661,22.516726,高雄市立林園高級中學,全區,2600,"水災,震災,土石流,海嘯",陳怡仁,07-6412059#400,是,否,是,187828.6596021782,2490895.9662818015,True
217,屏東縣來義鄉,丹林村,丹林路25-1號,120.6348,22.5174,丹林活動中心,丹林村,50,"水災,震災,土石流",村長沈義松,08-7850255,是,否,是,212430.5675561884,2490890.8826928334,True
218,高雄市小港區,鳳興里,龍鳳路559號,120.348385,22.52185,高雄市小港區鳳林國民中學,鳳興、鳳森,50,"水災,震災,土石流,海嘯",田續鴻,8711130＊31,否,否,否,182967.47147390453,2491483.7687230106,True
219,屏東縣潮州鎮,九塊里,復興路66號,120.5609105,22.52309297,潮東國小,九塊裡、崙東里、彭城里,85,水災,潘山榮,08-7871189,是,否,否,204831.04330206633,2491541.689579915,True
220,屏東縣新園鄉,新園村,媽祖路49號,120.4519,22.5241,新園國小,新園新東,100,"水災,震災",許天瑞,08-8681113#14,是,否,是,193617.36736445088,2491690.2050308054,True
221,臺東縣金峰鄉,歷坵村,"1鄰12號No.12,Liqiu,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.926439,22.526384,歷坵活動中心 Liqiu Activity Center,壢坵村,100,水災,邱江南,089-771439,否,否,否,242433.04055703917,2491841.6550723678,True
222,屏東縣來義鄉,古樓村,育英路2號,120.6258,22.5275,古樓國小,古樓村,200,"水災,震災,土石流",村長連瑞禎,08-7850318,是,否,是,211507.49385500955,2492011.5233725756,True
223,高雄市林園區,中厝里,金潭路40號,120.396078,22.528055,高雄市林園區金潭國民小學,全區,260,"水災,震災",蘇劍煌,07-6412332#40,是,否,否,187876.62462930306,2492150.2610472874,True
224,臺東縣太麻里鄉,金崙村,16鄰40號,120.937667,22.530918,金崙溫泉長老教會,金崙村上溫泉,20,"水災,土石流,海嘯",陳文龍,089-771305,是,否,否,243588.234752311,2492343.164042141,True
225,臺東縣金峰鄉,賓茂村,"68號No.68,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.95583,22.532403,賓茂國小 Binmao Elementary School,賓茂村,100,,朱慧清,089-771007,否,否,否,245456.58602245123,2492506.9274759567,True
226,臺東縣金峰鄉,賓茂村,"1鄰3-2號No.3-2,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.961712,22.532592,賓茂活動中心 Binmao Activity Center,賓茂村,100,"水災,震災",高永輝,089-771393,是,否,是,246061.6256595672,2492527.6879420225,True
227,臺東縣太麻里鄉,金崙村,太麻里鄉6鄰金崙283號,120.964363,22.533379,金崙活動中心,金崙村,80,"水災,土石流,海嘯",許加和,089-781305,否,否,否,246334.33320845076,2492614.762266126,True
228,屏東縣潮州鎮,光春里,光春路290號,120.539763,22.534662,光春國中,光春里、富春里、永春里,600,"水災,震災",蔡玉鳳,08-7887038#31,是,否,否,202659.51883559363,2492829.2562243696,True
229,屏東縣崁頂鄉,力社村,力社路36號,120.5092,22.5388,力社國小,力社村、洲子村、圍內村,200,"水災,震災,土石流,海嘯",林怡均,08-8631544,是,否,是,199517.22662825722,2493297.454087884,True
230,高雄市大寮區,義仁里,鳳林一路48號,120.403252,22.539227,義仁里社區活動中心,義仁里,100,"水災,震災,土石流,海嘯",陳秀勤,6424162,否,否,是,188619.54624005378,2493384.3821876114,True
231,屏東縣潮州鎮,光春里,志成路201號,120.536872,22.540379,光春國小,光春里、八爺里、永春里、彭城里,550,"水災,震災",林淑瑛,08-7896550#14,是,否,否,202364.1041203782,2493463.2128131324,True
